date,location,IP address,action,interaction,duration,downtime
2021-06-14,"1892 Rachel Courts
Juliefurt, KS 62558",193.11.147.124,search results,click,32.2,41.61
2021-05-19,"Unit 1568 Box 6882
DPO AA 19341",77.177.115.77,forum chat,chat message sent,69.7,39.44
2021-04-10,"8328 Kent Divide
South Jacob, MN 06906",73.107.143.14,purchase,bounce,44.71,13.62
2021-06-12,"8446 Todd Summit
Sandovalmouth, WI 94679",222.48.140.92,unauthorised request,password error,39.61,49.26
2021-07-05,"19363 Baker Lodge Suite 558
Bobbyport, NC 21473",43.152.76.9,user signup,dorment,20.5,22.76
2021-06-25,"8392 Jason Creek Apt. 018
Klinehaven, IL 80237",64.187.180.140,API call,500 request,7.32,0.26
2021-04-14,"6327 Mckenzie Drive Apt. 700
Rebeccatown, RI 65117",146.180.145.152,SSH,SSH request denied,46,28.87
2021-05-12,"44884 Amanda Brooks Suite 494
Port Donna, AR 68710",141.238.1.250,hack attempt,XSS,72.39,11.87
2021-06-27,"4091 Brooks Trail Apt. 877
West Kellyview, CA 74862",98.100.180.128,hack attempt,SQL injection,50.79,50.47
2021-05-05,"577 Kelly Plains
South Mike, KS 64474",194.119.186.90,SSH,SSH tunnel requested,19.9,4.1
2021-06-11,"PSC 0097, Box 9549
APO AP 18977",200.22.178.180,purchase,purchase complete,42.89,46.65
2021-06-04,"57917 Barnes Landing Apt. 363
North Angelamouth, WY 77842",193.221.88.243,business profile view,refresh,71.21,76.46
2021-06-02,"64754 Williams Village
Hardyton, AK 30930",189.106.132.21,user logout,click,80.69,35.16
2021-04-06,"0039 James Trail
Port William, CT 76126",222.95.147.205,forum chat,user reported,85.86,69.45
2021-05-09,"1862 Robles Walks
West Shawn, IN 16584",74.82.19.84,user signup,click,52.67,18.15
2021-05-18,"673 Rebecca Parkways Apt. 578
New Joseph, DC 04383",216.61.63.216,search results,product click,3.84,0.39
2021-04-23,"44669 Peterson Mountains
West Kevinberg, ME 06344",174.103.42.6,business profile view,refresh,7.31,1.14
2021-06-12,"4311 Julie Shoal Apt. 783
Robertmouth, AL 43712",120.183.181.61,unauthorised request,click,61.44,13.82
2021-05-26,"134 Richard Lane Apt. 467
Aprilport, PA 27210",96.196.193.171,business profile view,scroll,77.21,11.95
2021-04-24,"548 Julia Creek
Lake Tylerfurt, VT 45350",23.146.61.242,business profile view,scroll,93.11,23.16
2021-04-28,"5568 Nicholas Crossroad Apt. 183
Fostertown, MI 42084",195.88.59.50,forum chat,dorment,18.8,15.22
2021-05-13,"1408 Brown Cove Suite 885
South Angelica, MT 30082",32.171.234.221,unauthorised request,password error,56.36,73.37
2021-05-27,"029 Denise Harbor
Grantland, CA 78160",78.42.83.112,API call,201 request,41.36,5.6
2021-06-26,"PSC 3826, Box 2776
APO AA 95279",201.170.189.136,unauthorised request,user does not have access,92.86,70.04
2021-04-27,"09739 Roberto Loop Suite 281
Jasonhaven, DC 03962",215.176.35.19,purchase,purchase failed,8.37,1.07
2021-04-11,"43909 Sara Vista Apt. 880
Danielburgh, CO 58441",63.170.39.158,payment,bounce,63.61,93.18
2021-05-18,"USNS Woods
FPO AE 62717",128.134.53.168,user signup,refresh,3.63,0.52
2021-05-21,"77102 Janet Crescent Suite 663
Terryberg, MA 43160",35.211.127.231,forum chat,user reported,58.84,55.93
2021-06-15,"483 Jones Springs Apt. 116
Port Alyssa, MD 76156",220.126.145.52,admin logon,refresh,25.79,15.47
2021-04-08,"79847 Jesse Rue Suite 239
East Alex, WI 37187",186.118.58.235,search results,scroll,40.72,51.04
2021-04-09,"PSC 3710, Box 3783
APO AA 75075",95.99.61.233,search results,product click,11.65,27.59
2021-05-08,"Unit 4300 Box 6630
DPO AA 80644",144.222.151.199,search results,product click,27.2,9.63
2021-06-21,"Unit 8642 Box 4626
DPO AP 40043",40.140.168.84,recommendation,dismiss,75,27.71
2021-06-26,"04893 Calvin Street
Jenniferfort, OH 57981",186.52.129.22,business profile view,click,82.35,55.26
2021-04-14,"42416 Stephanie Burg
Robertburgh, WA 19474",57.81.49.234,product search,click,71.72,23.95
2021-04-21,"8010 Rodney Junctions
South Gabriela, IA 78592",140.111.27.134,purchase,refresh,7.51,2.4
2021-05-17,"9616 Jodi Drive
South Kimberly, PA 57318",87.91.134.233,SSH,SSH request accepted,24.17,27.05
2021-04-27,"0376 Johnson Pine Suite 319
Evanshaven, TX 60565",214.235.222.130,account,view settings,81.03,75.97
2021-04-28,"4476 Angel Islands Apt. 175
Port Alicetown, DE 26420",207.136.241.96,account,reset details,81.87,6.26
2021-06-03,"352 Sarah Plaza
Grantside, ME 81410",209.118.178.178,user logout,click,98.96,47.21
2021-05-03,"287 Robert Path Apt. 624
Franklinhaven, PA 07002",63.100.93.88,business profile view,refresh,60.99,49.97
2021-06-13,"196 Davidson Prairie
Sarahview, NY 96993",5.202.84.191,user logout,click,3.42,1.02
2021-05-11,"50406 Santana Cliffs
Lake Jennifer, FL 48159",24.12.117.108,API call,201 request,71.65,65.76
2021-05-24,"6287 Donaldson Plains Suite 273
Gregoryview, DE 69292",204.129.204.196,forum chat,chat message reported,35.25,38.39
2021-07-03,"0334 Snyder Place Apt. 557
Allisonmouth, TX 48645",206.253.193.212,purchase,refresh,81.29,59.75
2021-06-10,"97574 Wong Underpass
Hunterview, NC 34100",155.11.197.224,business profile view,click,65.08,69.25
2021-04-28,"108 Jonathan Light Apt. 850
North Lindastad, WA 84911",75.243.102.229,account,update details,56.36,30.21
2021-07-03,"9929 Bernard Island Suite 324
Christopherport, CT 39448",130.204.92.73,account,reset details,20.7,12.19
2021-06-24,"6939 Bradley Ville
Zacharyside, DC 89004",218.72.184.78,unauthorised request,refresh,45.53,98.66
2021-05-30,"USNS Salinas
FPO AE 78555",154.165.124.231,account,reset details,9.07,1.87
2021-06-04,"USCGC Johnson
FPO AP 66260",90.185.188.7,hack attempt,XSS,24.35,22.7
2021-06-15,"9182 Robert Roads Apt. 668
Jeremyview, NV 53580",206.125.109.127,SSH,SSH request denied,78.02,33.13
2021-05-02,"36466 Miller Corner
Port Scottchester, NH 98678",155.159.12.55,user logout,logged out,62.12,82.42
2021-04-29,"1945 William Circle
West Carriemouth, NE 25243",133.99.18.255,SSH,SSH tunnel requested,54.21,0.64
2021-05-28,"12689 Tyler Stream Apt. 047
Michealshire, MO 57415",200.60.172.222,user login,logged in,49.16,77.72
2021-06-18,"12323 Jose Glens Apt. 065
New Allison, VT 84082",6.235.204.148,purchase,purchase abandoned,80.7,40.94
2021-06-26,"74523 Nicole Union Suite 804
Lake Joannemouth, NE 80624",209.205.73.49,unauthorised request,password error,26.66,8.26
2021-05-08,"2050 Hicks Corner Apt. 784
Cassandraview, WI 99857",195.120.24.213,forum chat,chat message read,84.82,27.97
2021-05-20,"487 Thomas Knolls
Jessicachester, MS 90893",34.179.140.220,API call,500 request,50.62,37.91
2021-06-21,"947 Hunter Key Suite 704
North Anthony, OR 48313",170.65.179.178,user login,bounce,13.49,25.57
2021-06-09,"01698 Samuel Lodge
Matthewside, OH 96654",154.219.245.105,admin logon,dorment,23.81,19.24
2021-07-04,"0772 Jose Stravenue
Johnfurt, NY 75651",20.245.45.20,SSH,SSH request denied,64.43,51.82
2021-06-01,"77060 Burns Crescent Suite 132
Port Jamesberg, NY 16390",181.48.172.225,API call,404 request,0.91,0
2021-05-26,"PSC 8954, Box 8148
APO AP 10867",160.105.252.118,recommendation,refresh,85.78,22.75
2021-05-20,"4578 Pierce Landing Suite 119
Shannonfurt, MS 71235",84.116.214.73,forum chat,click,73.9,70.75
2021-07-02,"557 Rodriguez Plains Apt. 057
West Danieltown, MI 54403",213.123.5.211,payment,enter details,60.46,16.67
2021-06-12,"0919 Michael Rue
Snyderside, NM 46553",89.202.253.14,admin logon,bounce,21.89,26.23
2021-06-12,"411 Eric Harbors
East Bradleytown, MI 02828",147.170.233.248,business profile view,refresh,60.7,13.95
2021-06-07,"13344 Angela Center
Port Matthew, ID 91197",208.225.222.161,payment,abandon,33.9,94.86
2021-05-12,"8082 Richard Parks
Penafort, IL 97852",140.143.90.197,recommendation,refresh,14.33,1.66
2021-04-22,"098 Woods Cliff
Williamchester, NM 45207",193.200.77.192,admin logon,refresh,42.79,71.82
2021-06-07,"232 Mcintosh Pines Suite 736
Angelland, WI 55451",209.225.99.109,product search,type,66.78,35.68
2021-06-02,"2370 Washington Forge
South Jessica, IN 05956",203.202.35.82,API call,200 request,20.34,25.34
2021-04-29,"49390 Carlson Springs
Gregorychester, MT 45565",147.148.245.21,user signup,bounce,63.75,62.07
2021-06-17,"098 Jamie Loop Apt. 483
Pughville, NE 04026",144.238.143.55,SSH,SSH request accepted,83.81,70.74
2021-06-22,"3799 Lauren Parkway
North Matthew, AR 75727",188.121.15.123,unauthorised request,user does not have access,23.21,14.74
2021-04-09,"42070 Jessica Parkway
South Victoria, KS 51628",109.175.50.51,unauthorised request,requesting unavailable resources,76.57,36.65
2021-05-27,"0998 Megan Haven
Port Virginiaborough, IA 96371",133.126.54.117,unauthorised request,user does not have access,89.15,40.28
2021-05-04,"448 Michelle Tunnel Suite 327
North Sonyaside, SC 28955",212.197.174.160,unauthorised request,requesting unavailable resources,45.74,76.4
2021-04-13,"05066 Larson Creek
Rebeccaview, DC 36828",35.167.189.184,purchase,refresh,95.48,52.24
2021-06-16,"2336 Tyler Mall
Port Ashleyton, WV 70245",183.107.246.254,account,update details,48.97,11.76
2021-06-01,"06781 Amy Trail Apt. 506
Williammouth, MS 77279",198.84.186.37,user logout,logged out,89.98,46.85
2021-06-15,"5586 Gregory Curve Apt. 293
Margaretfurt, UT 03527",33.97.177.165,hack attempt,SQL injection,53.72,73.41
2021-05-31,"45767 Jerry Mount Apt. 586
South Jenny, HI 57869",137.40.47.235,recommendation,dismiss,2.74,0
2021-06-17,"295 Gray Bridge
West Susanberg, UT 58932",134.201.213.197,account,view settings,23.79,28.83
2021-05-27,"55709 Stone Shores
South Tara, ME 82027",46.109.173.65,admin logon,refresh,79.98,81.04
2021-04-23,"296 Mitchell Ridge Suite 487
New Joyceport, VT 83459",195.93.174.34,user login,bounce,40.58,42.84
2021-05-31,"Unit 4817 Box 3492
DPO AE 25012",194.151.166.253,purchase,click,37.43,62.14
2021-05-24,"314 Noble Ford Suite 228
Isabellabury, FL 32995",190.197.146.29,account,view settings,8.79,0.44
2021-05-31,"5069 Amanda Light Suite 108
Armstrongport, KY 88459",173.88.76.151,admin logon,logged in,77.67,18.36
2021-04-14,"062 Jackson Valleys
Gonzalezton, DC 50602",62.32.189.51,recommendation,click,49.88,55.19
2021-05-19,"1483 Hayes Crossing Apt. 852
Nguyenbury, NH 49061",21.240.104.162,unauthorised request,user does not have access,75.21,96.13
2021-05-26,"4832 Wallace Branch Apt. 914
East Ericmouth, MT 83503",184.171.109.22,SSH,SSH tunnel created,53.58,6.12
2021-06-23,"79399 Johnson Brooks Apt. 842
West Kathleenside, ID 50221",182.118.138.87,hack attempt,DDoS attempt,90.63,32.24
2021-04-16,"8119 Griffith Forest Apt. 158
Lopezside, DC 43265",139.144.36.166,hack attempt,XSS,91.37,34.27
2021-04-30,"04960 Debra Burg
Christophermouth, DE 26672",136.69.29.89,hack attempt,brute force password attempt,52.57,29.27
2021-05-08,"PSC 6999, Box 5585
APO AE 72034",60.64.193.237,admin logon,dorment,34.26,42.47
2021-04-20,"USNS Hutchinson
FPO AE 87418",185.180.197.114,unauthorised request,user does not have access,90.91,77.55
2021-05-07,"3863 Ryan Crossing
West Clayton, ME 37149",120.119.76.169,account,reset details,47.62,90.18
2021-06-23,"2296 Charles Causeway
Michaelland, WY 04056",185.74.47.71,hack attempt,DDoS attempt,53.63,39.85
2021-06-04,"679 Chad Parkways Suite 208
Susanmouth, MD 72233",64.138.52.57,SSH,SSH request accepted,31.24,23.57
2021-05-09,"801 Martin Islands Suite 733
Derrickview, MI 27419",37.211.4.201,admin logon,logged in,6.53,2.73
2021-06-22,"02847 Tran Prairie
New Lisa, GA 45182",194.92.2.158,user signup,signed up,55,11.59
2021-04-07,"583 Natalie Branch Apt. 328
East Deborahview, TX 20379",208.57.245.37,SSH,SSH tunnel requested,64.19,21.47
2021-04-11,"0160 Hoover Passage Suite 718
South Timothybury, MN 29979",76.24.116.150,admin logon,bounce,85.64,72.24
2021-06-04,"1551 Alex Bridge
North Patricia, MI 72588",161.89.197.236,admin logon,refresh,30.96,98
2021-06-11,"161 Jones Grove Apt. 870
South Johnshire, SC 53623",93.19.252.72,unauthorised request,click,59.18,2.29
2021-06-11,"8071 Cheryl Mountain Suite 779
Mckinneychester, TX 82516",148.58.160.3,forum chat,refresh,80.11,36.33
2021-05-17,"606 Peck Mill Suite 525
Petersside, LA 11291",47.146.2.138,account,view settings,43.41,48.12
2021-05-27,"208 Henderson Fields
West Jessica, IN 73859",109.41.195.106,unauthorised request,click,18.93,3.36
2021-04-20,"326 Andrew Landing
South Tammy, ME 31585",203.14.89.24,user login,click,84.48,56.83
2021-05-05,"0104 Rowland Rue Apt. 045
Robinsonton, VT 25648",24.33.254.117,user logout,logged out,19.82,23.07
2021-05-16,"22281 Edwards Light Apt. 844
West Melanieburgh, CT 69284",197.139.11.95,search results,refresh,63.3,64.6
2021-05-20,"64258 Schmidt Hills
Arnoldburgh, LA 85706",112.239.17.179,account,update details,6.03,3.93
2021-05-06,"530 Diana Falls
Powellshire, CO 18898",162.121.9.56,hack attempt,SQL injection,24.11,7.37
2021-07-02,"795 Matthew Fort
Nortonbury, KY 45275",206.210.173.70,API call,200 request,1.02,0
2021-05-31,"901 Aimee Lights Apt. 789
North Michaelborough, KS 28762",198.160.234.236,product search,click,83.87,73.61
2021-06-17,"194 Shields Mills Suite 369
Gailport, PA 69203",193.31.177.197,search results,bounce,80.57,12.88
2021-07-03,"018 Stevenson Ports Suite 896
Kellyside, CA 52135",180.252.113.151,forum chat,chat message read,19.65,10.6
2021-05-01,"07937 Simon Springs Suite 178
Simpsonhaven, VT 18674",191.4.141.180,user logout,dorment,19.16,11.27
2021-05-15,"1239 Ayers Hollow Suite 860
East Samanthastad, IL 26763",142.70.225.80,admin logon,refresh,86.34,91.08
2021-06-15,"40116 Harrington Fort Apt. 186
Kingtown, SC 77611",64.14.32.23,payment,bounce,91.22,11.81
2021-05-19,"7337 Jenkins Neck Apt. 007
Harmonfort, AL 34244",59.205.172.86,payment,abandon,43.39,79.9
2021-04-17,"Unit 7247 Box 4593
DPO AE 50671",155.121.156.39,hack attempt,XSS,90.59,59.79
2021-04-29,"528 Benjamin Ways Suite 180
New Jeffreyshire, UT 28166",46.160.137.110,forum chat,chat message deleted,23.64,24
2021-04-24,"176 Smith Fords Suite 875
South Tammyhaven, NM 76904",187.64.33.45,purchase,purchase failed,50.05,92.05
2021-04-18,"90748 Neal Crossroad Suite 866
Stephaniemouth, SC 17306",141.225.171.80,business profile view,refresh,62.9,39.62
2021-06-26,"9686 Larsen Views
Natashashire, DC 48694",43.232.76.46,user logout,bounce,92,73.3
2021-06-15,"Unit 5000 Box 7156
DPO AP 32392",79.179.156.245,admin logon,dorment,62.19,12.05
2021-05-04,"601 Michael Mission Suite 699
Lake Donview, TN 24152",155.76.233.198,unauthorised request,password error,71.89,74.11
2021-05-21,"Unit 1557 Box 2056
DPO AP 94138",217.71.102.140,purchase,bounce,20.78,11.42
2021-05-04,"638 Smith Manors
Hicksstad, AZ 60799",132.95.217.228,product search,type,55.57,30.21
2021-07-05,"48538 Jasmine Canyon
East Amyborough, VT 49319",215.36.154.144,admin logon,refresh,48.9,64.55
2021-04-10,"799 Donovan Heights
Samanthaton, IA 24748",174.221.91.102,payment,payment not accepted,1.75,0
2021-04-26,"200 Jason Vista Apt. 940
Lake Jeremytown, WA 76557",158.60.203.178,unauthorised request,password error,95.69,22.91
2021-06-26,"555 Erin Trace
Rojasport, DC 54443",162.39.40.37,user signup,bounce,39.28,65.47
2021-07-06,"PSC 2726, Box 5196
APO AA 08146",153.170.79.33,user signup,bounce,13.39,26.16
2021-05-02,"USCGC Lopez
FPO AP 82767",140.155.202.101,user login,click,53.83,92.58
2021-05-17,"99429 Maxwell Summit Suite 908
West Brian, NV 54978",213.156.197.224,user signup,signed up,67.65,30.17
2021-04-28,"1937 Baker Trace Apt. 174
Stephenberg, NJ 70720",176.131.240.82,user login,logged in,65.24,79.17
2021-06-07,"326 Cheryl Stravenue
North Kaitlinburgh, MT 88393",167.121.44.215,hack attempt,phishing,57.3,7.98
2021-04-22,"77564 Gomez Light
South Adam, TN 86314",93.25.157.170,user login,logged in,96.17,76.1
2021-04-25,"Unit 7836 Box 6948
DPO AP 70288",23.174.29.140,recommendation,refresh,42.68,76.98
2021-06-30,"259 Hawkins Squares Apt. 750
Lake Christophermouth, IL 94955",194.105.182.25,hack attempt,brute force password attempt,16.08,22.42
2021-06-12,"2705 Perez Corners
South Stevenfort, NY 34277",221.152.237.61,user login,click,51.49,24.99
2021-06-02,"47986 Herring Summit Apt. 017
South Molly, CT 88735",11.254.117.71,hack attempt,DDoS attempt,71.49,15.48
2021-06-27,"354 Ethan Avenue
Tonyabury, CT 34533",191.214.127.167,account,view settings,26.1,21.38
2021-06-21,"343 Lowe Trail Suite 491
Carlosfort, IA 43197",3.181.78.175,payment,bounce,27.8,8.95
2021-05-05,"547 Kristine Streets Apt. 394
South Kenneth, DC 59744",195.116.201.171,purchase,payment failed,93.54,34.21
2021-04-23,"825 David Roads
South Johnathanmouth, OH 85504",221.60.2.73,business profile view,scroll,6.53,2.7
2021-06-08,"54956 Darlene Valley Suite 216
Thompsonside, KY 65393",150.80.43.125,user logout,logged out,95.85,15.51
2021-05-23,"035 Price Parkways Suite 029
Lake James, IA 40385",139.151.124.246,product search,type,52.25,7.93
2021-04-14,"25870 Smith Forges
Williamsville, AK 02138",99.131.154.74,user logout,click,57.8,50.8
2021-07-05,"6058 Nicholas Mews Suite 898
Kellyberg, IA 16681",77.169.228.195,user signup,click,31.01,33.49
2021-05-03,"070 Richard Coves
Christymouth, NV 71804",187.48.9.225,purchase,purchase complete,18.38,21.6
2021-06-09,"4714 Alexander Common
Russellhaven, IA 07022",218.150.173.44,search results,product click,29.92,23.99
2021-05-09,"113 Cunningham Bridge
Priceville, TX 40658",174.26.80.58,forum chat,click,92.57,64.89
2021-06-18,"1172 Eric Locks Apt. 424
Batesport, AR 75903",189.65.211.194,forum chat,dorment,24.27,27.49
2021-04-28,"Unit 2710 Box 2751
DPO AP 07503",87.165.224.218,search results,product click,43.14,66.07
2021-06-07,"Unit 0234 Box 7692
DPO AA 66898",143.150.89.128,product search,click,85.47,35.19
2021-04-21,"640 Noah Parkway
Port Tiffanyhaven, MA 82785",64.134.101.102,admin logon,dorment,19.6,28.32
2021-05-29,"PSC 1003, Box 6361
APO AA 98124",189.24.208.174,hack attempt,phishing,6.11,2.32
2021-04-19,"851 Christopher Garden
Christopherfurt, NJ 52999",53.73.27.74,user logout,click,6.21,2.42
2021-04-08,"3865 Rhodes Fords Apt. 327
East Markmouth, SC 82307",206.238.87.254,hack attempt,brute force password attempt,57.44,4.09
2021-04-11,"962 Wesley Way Suite 947
Cruzberg, TX 85775",52.148.40.155,payment,bounce,38.56,16.31
2021-04-22,"60193 Veronica Shores
West Williamland, IL 98958",211.107.90.40,user login,bounce,28.08,20.35
2021-05-09,"47665 Graham Plaza Apt. 427
Davidfurt, WI 03848",169.134.243.48,API call,200 request,67.68,46.5
2021-06-08,"9048 Cynthia Creek
New Alejandra, GA 70210",152.95.24.80,SSH,SSH tunnel requested,70.72,26.92
2021-05-14,"9806 Clements Hollow Suite 528
Johnton, IL 26403",212.102.66.120,recommendation,refresh,10.77,22.99
2021-06-03,"8514 Amy Via
West Brendaland, VT 62616",89.7.131.189,user login,logged in,38.19,77.11
2021-06-07,"1161 William Mission Suite 567
West Jane, MI 01317",208.146.133.13,recommendation,dismiss,52.52,95.37
2021-04-23,"355 Small Dale
West Gloria, SC 25220",216.151.219.12,user logout,dorment,15.55,21.54
